Sentiment,Phrase
POSITIVE,En mi opinión es un excelente maestro que se preocupa por que los alumnos en verdad aprendan.
POSITIVE,Es un maestro muy preparado además se preocupa por el desempeño y conocimiento de los alumnos.
POSITIVE,"Es un buen profesor, y en cada clase demuestra dominio del tema."
POSITIVE,"Es un profesor muy capacitado, el mejor maestro de matemáticas que he tenido."
POSITIVE,Es un buen profesor con determinación y actitud  y tiene muy  bien planeadas todas sus clases.
POSITIVE,"El profesor es un excelente maestro, ya que se me facilita como nos enseña y me parece que tiene mucha noción de lo que habla."
POSITIVE,"Es un maestro muy accesible, amable, paciente, se esfuerza por sus alumnos, se le entiende a todas sus clases. Muy buena persona."
POSITIVE,El profesor explica detenidamente y tiene completo conociemiento del tema. Es fácil aprender matemáticas con el.
POSITIVE,"Excelente profesor, la verdad no tenga ni una queja hacia el."
NEGATIVE,Le falta que aclarar muchas dudas con respecto a los temas vistos en el salón.
NEGATIVE,No responde nuestras preguntas y si en el momento tiene duda cambia el tema.
NEGATIVE,No cumple con sus funciones ni resuelve dudas ya que se enoja.
NEGATIVE,Le falta explicar un poco más los temas y resolver dudas generales.
NEGATIVE,"Tengo una observación, no aclara tus dudas ,no realiza el los ejercicios para retroalimentar. "
NEGATIVE,falta un poco de explicación en su materia
NEGATIVE,LE FALTA CONOCER MAS LA MATERIA PARA QUE NOS PUEDA EXPLICAR MEJOR LOS TEMAS.
POSITIVE,Es buen profesor y aparte me gusta la materia.
POSITIVE,La verdad el maestro se desembuelve muy bien en su profesión.
POSITIVE,increíble profesor uno de mis favoritos.
POSITIVE,Nos esta enseñado bastante bien su materia.
POSITIVE,la forma de dar la clase del maestro es muy buena porque relaciona con el mundo laboral cada actividad.
POSITIVE,Buenos métodos de enseñanza. Una clase que incita a seguir aprendiendo en cada momento.
POSITIVE,"Es un buen maestro, tiene paciencia y tiene un forma interesante de enseñar a los alumnos."
NEGATIVE,Debería utilizar mas todas las nuevas tecnologías.
POSITIVE,Me llama la atención como imparte sus clases y la excelente convivencia dentro de el salon.
NEGATIVE,"No sabe explicar ni ayuda a el mejor entendimiento de la materia, exige que las cosas se hagan bien pero no lo logra."
NEGATIVE,"Su carácter hacía los alumnos no es correcto. Tiene que mejorar mucho la actitud, y su paciencia."
NEGATIVE,"Suele ser grosera. La maestra tiene una actitud pésima hacia los alumnos, grita mucho por cualquier cosa."
NEGATIVE,No se dirige a nosotros con respeto llega enojada a clases y solo grita.
NEGATIVE,"Es una maestra que no sabe dar clases, no tiene paciencia ni actitud para dar clases. Es grosera. Una de las peores maestras."
POSITIVE,las maestra no es desorganizada nos las deja todas las cosas para el final.
NEGATIVE,"LA MAESTRA NO SE DIRIJE CON REPETO,  LLEGA ENOJADA A LA CLASE, NO MANDA ACTIVIDADES EN TIEMPO Y SE EXPRESA DE FORMA SARCASTICA."
NEGATIVE,En ocasiones se a puesto en un mal plan cuanto tenemos dudas.
NEGATIVE,No me gusta la clase en general.
POSITIVE,es una maestra que nunca explica y aparte que deja tareas de temas desconocidos.
NEGATIVE,"No explica, su material es un poco vago, su actitud es muy mala ante los alumnos"
NEGATIVE,Su material de trabajo es muy pesado y por lo tanto complicado para comprenderlo todo en una solo sesión.
NEGATIVE,"No tiene respeto , no respeta la rubrica de evaluación, en general muy mal."
NEGATIVE,"Es una maestra que no ayuda mucho, se enoja y grita a veces,  no se presta resolver dudas."
POSITIVE,Una materia bastante interesante y la forma en que el profesor la imparte es muy buena ya que logra enseñarnos de forma efectiva
NEGATIVE,Me gustaría realizar más proyectos utiles y practicos.
POSITIVE,Tiene paciencia con los alumnos esta dispuesto hacer practicas para fortalecer nuestra vocación.
POSITIVE,explica y aclara de manera adecuada dudas y opiniones que uno tiene muy buen maestro.
NEGATIVE,NOS HACE REFLEXIONAR SOBRE DIFERENTES TEMAS PONIENDONOS A PRUEBA CON EJERCICIOS
NEGATIVE,Debería de cambiar su manera de trabajar ya que no es factible.
POSITIVE,"Buena forma de dar clases, problemas que hacen pensar, nivel de los problemas adecuados."
POSITIVE,es muy buen profesor los conocimientos con los que cuenta son de gran ayuda para los demás.
NEGATIVE,El único defecto es que en ocasiones las explicaciones son un poco difíciles de entender.
POSITIVE,"profesor super preparado y excelente persona, muy comprensiva y paciente ademas de que es muy bueno explicando."
POSITIVE,Realiza muy buenos experimentos y relaciona todas sus clases en el ámbito laboral.
NEGATIVE,No da la clase debido a que una parte del grupo entiende y sabe lo que dice el se basa a ellos y los demas nos deja con dudas.
POSITIVE,"profesor muy preparado y super ordenado, nos inculca puntualidad y orden en los trabajos, ademas de que es un muy buen profesor."
NEGATIVE,LE FALTA LLEVAR SUS CLASES PREPARADAS Y TENER BIEN FUNDAMENTADO LO QUE NOS VA A EXPLICAR
POSITIVE,el profesor sabe como hacer divertida una materia que es muy teórica.
POSITIVE,todos temas que nos impartía eran claros y se le entendía muy bien a todas las indicaciones de trabajo.
NEGATIVE,demasiado riguroso y pulcro.
NEGATIVE,Es muy poco accesible a la hora de evaluar practicas que llevaron mucho tiempo y dinero.
POSITIVE,El profesor es un dios.
NEGATIVE,"La maestra es muy prepotente, no prepara el material para dar su clase. Se enoja cuando le preguntas y no contesta de buena manera."
NEGATIVE,No me gusta su clase además ella solo deja trabajos los cuales son bastantes largos y su clase se vuelve tediosa y aburrida.
POSITIVE,"Muy buen maestro, sabe y además es muy humano."
POSITIVE,Muy buen profesor le interesa nuestro aprendizaje y nuestro desarrollo como persona 
POSITIVE,Felicidades profesor por se una gran persona.
POSITIVE,"Muy buen maestro, tiene grandes habilidades en cuanto a su materia."
POSITIVE,"es una persona responsable, atenta, respetuoso, que sabe como acaparar nuestra atención y dejar la enseñanza. "
POSITIVE,"me hacer reflexionar mucho a cerca de las cosas que pasan, aparte de que sabe escuchar bien."
NEGATIVE,NO TIENE EL DOMINO NECESARIO PARA ACLARAR DUDAS ESPECIFICAS Y NO RESPETA EL HORARIO DE SALIDA 
NEGATIVE,"pienso que es un mal maestro, ya que aveces se burla de las personas cuando tienen alguna duda, no cumple con su función."
NEGATIVE,me molesta la manera en como se dirige hacia nosotros tan sarcástico siempre y grosero.
POSITIVE,"Excelente maestro, cuenta con mi total respeto hacia el."
NEGATIVE,Su lenguaje es muy técnico y no le entiendo la mayoria de las veces.
NEGATIVE,Es una persona muy irresponsable y desconsiderada
POSITIVE,"Muy buena maestra, es muy dedicada a su trabajo y enseña muy bien."
POSITIVE,Excelente maestra tiene una gran habilidad para impartir clase. 
POSITIVE,la maestra mas linda y atenta que conozco.
NEGATIVE,"No conoce los temas vistos en la materia, no sabe darse a entender y no acepta ideas de los alumnos."
NEGATIVE,El profesor tine un caracter inadecuado
NEGATIVE,No quiero hacer comentario respetco a esta materia
NEGATIVE,Es muy grosero con los alumnos
NEGATIVE,Siempre se la pasa jugando con mis compañeros 
NEGATIVE,No sabe tener control en el grupo 
NEGATIVE,Se dirije al grupo de una manera inadecuada
NEGATIVE,No sabe nada del tema que se ve en clase
NEGATIVE,Tal vez podria enseñarnos mejor de una forma dinamica 
NEGATIVE,Solo pasa lista y no da clase
NEGATIVE,Cuando se le pide explicación lo hace de forma irrespetuosa
NEGATIVE,Se pasa hablando de otras cosas en su hora de clase
POSITIVE,Es una materia muy interesante porque se aprende mucho
POSITIVE,Tiene bastante conocimiento y sabe explicarnos de una forma adecuada
NEGATIVE,Nosabe impartir las clases son muy aburridas y no me llama la atencion entrar a su clase
POSITIVE,Tiene excelente conocimiento 
POSITIVE,Tiene buen dominio en el grupo y saber explicar de una forma que entendamos 
POSITIVE,Es un buen profesor con un excelente conocimiento 
POSITIVE,El profesor a demostrado un gran esfuerzo y su inteligencia.
POSITIVE,"Un excelente maestro, prepara muy bien sus clases con contenidos claros y muy bien explicados."
POSITIVE,"Considero que la maestra es excelente para su puesto, sabe como dar una clase, hacerla divertida a pesar de que es la ultima hora."
POSITIVE,"Tiene un buen nivel de ingles, logra transmitir su conocimiento y ayuda a alumnos con dudas."
POSITIVE,Impulsa a todos sus alumnos a ser respetuosos y dedicados.
POSITIVE,Aclara dudas y te ayuda a reflexionar acerca de los temas vistos.
POSITIVE,Domina el tema y se esfuerza para resolver las dudas de manera clara sus clases son bastante entretenidas y ricas en contenido.
POSITIVE,Es buen profesor conoce todos los aspectos necesarios para impartir la materia
POSITIVE,Domina totalmente el tema y se esfuerza por estudiar y ampliar sus conocimientos.
POSITIVE,Es un profesor muy entregado a su clase.
POSITIVE,Al ser un programa bastante amplio los temas vistos en clase son bastante rápidos y los alumnos no participan.
NEGATIVE,"Le hace falta hacer sus clases más dinámicas, sin tantas presentaciones y vídeos. "
NEGATIVE,"No tiene la habilidad de transmitir conocimientos, no sabe como dar una clase y no quisiera volver a tomar una clase con el."
NEGATIVE,"Se le va el grupo de las manos, me confunde mas cuando pregunto algo y hasta ahora su clase ha sido muy tediosa."
NEGATIVE,"El profesor no domina la materia ni logra dar a entender sus ideas, no tiene interés en mejorar su forma de enseñanza."
NEGATIVE,"No conoce los temas vistos en la materia, no sabe darse a entender y no acepta ideas de los alumnos."
NEGATIVE,El profesor no explica de una manera que se pueda entender
POSITIVE,Un gran profesor conoce la materia y a su vez maneja perfectamente el dominio del idioma de manera dinamica e interesante.
POSITIVE,"muy buen maestro,  sabe dar clases y aporta cada uno de sus conocimientos a los alumnos "
POSITIVE,Tenemos trabajando mucho tiempo con este profesor y la verdad es excelente en como imparte su clase.
POSITIVE,La clase es muy completa e interesante.
POSITIVE,Muy buen desempeñoo del profesor
POSITIVE,Es un gran maestro y una gran persona que siempre expone de manera clara sus clases.
POSITIVE,Es muy buen maestro y sus clases son claras y de una manera participativa
POSITIVE,"Muy buen profesor, domina sus temas y aclara dudas de aplicaciones industriales."
POSITIVE,Excelente maestro. Muy interactivas sus clases y aprendo mucho con su forma de enseñar.
POSITIVE,"Es un excelente profesor, mantiene atenta a la clase, sabe del  tema y nos lleva prácticas para reforzar el aprendizaje."
NEGATIVE,"Es un maestro malisimo y no se da a entender, no sabe dar clase y en su clase no se aprende mucho."
NEGATIVE,"Considero que el profesor no sabe dar clases, su clase es muy fastidiosa ya que no sabe nada del tema que esta impartiendo."
NEGATIVE,"Tiene falta de experiencia frente a un salón de clase, se le nota nervioso y dudoso al momento de explicar las cosas."
NEGATIVE,En ocasiones no entiendo algunos términos y hace falta retroalimentación.
POSITIVE,Se observa que es un muy buen profesor y muy extricto siendo eso es muy bueno para la clase.
NEGATIVE,SIEMPRE NOS INCULCA A OPINAR sobre el tema visto en la clase
POSITIVE,Excelente servicio ya que nos explica la clase de una manera que se logra entender el tema
POSITIVE,"Es un profesor muy atento, muestra consideración a aquellos alumnos  que en ocasiones perdemos noción de ciertos conocimientos."
NEGATIVE,Hay ocasiones que no explica muy claro y se pierde el interés.
POSITIVE,Es un buen profesor y respeta su calendario de evaluación de una manera responsable.
POSITIVE,"Le gusta enseñar, da sus clases con pasion, sabe mucho, más profesores como el."
POSITIVE,"Es un excelente profesor, aplausos para el."
NEGATIVE,"Quiere que todas las cosas sean igual, no tiene rango de tolerancia ante cualquier insidente."
NEGATIVE,Siempre parece que no lleva las clases preparadas y por esa razón se tarda para explicar los temas.
POSITIVE,"Excelente maestra, he aprendido mejor los temas que nunca."
POSITIVE,"Muy buena maestra, aparte de cuenta con los conocimientos considero que evalúa de forma correcta e imparcial"
POSITIVE,"Es excelente los contenidos que vemos, además ha tomado en cuenta nuestras opiniones y nos hace reforzar las habilidades."
POSITIVE,"Excelente maestra, muy bien preparada y sobre todo es paciente."
POSITIVE,"Muy buen profesor, nos gustan sus dinámicas, están relacionadas con los temas y nos deja una muy buena enseñanza."
POSITIVE,"Excelente maestro, muy bien preparado y sobre todo respetuoso"
NEGATIVE,Hay veces en las que muestra una actitud de enojo.
POSITIVE,"Buen profesor, se ve que sabe mucho y transmite su conocimiento a los alumnos."
NEGATIVE,"Casi no nos da clases, es un egoista y arrogante."
POSITIVE,"Es un buen profesor, te ayuda mucho cuando tienes un problema o una duda"
POSITIVE,"Excelente profesor, los temas los explica de una manera fácil y practica de entender, yo lo recomiendo para cualquier materia."
POSITIVE,"Muy buen maestro, muy preparado, respetuoso."
POSITIVE,"El maestro es muy bueno al impartir la clase, es de los pocos maestros que traen preparada la clase y las practicas."
POSITIVE,"Excelente maestro, muy serio y centrado."
NEGATIVE,Los exámenes debería de diseñarlos menos extensos pues es muy complicado terminarlos.
POSITIVE,"Un profesor excelente y bien preparado, ya que da mucha alegría y emoción aprender los temas, ojala que siga asi."
POSITIVE,"Es un buen profesor, exige lo que enseña, vale la pena tener a este tipo de profesores."
POSITIVE,"Me gusta su manera de exigirnos, pues trata de formarnos, creo nos va servir mucho en el trabajo."
NEGATIVE,Algo irrespetuoso en ciertas ocasiones y eso es muy molesto.
POSITIVE,"La retroalimentación siempre es parte de la clase del maestro, eso es muy bueno."
NEGATIVE,"Es muy llevadito, es irrespetuoso con la mayoría de las personas, dice groserías."
NEGATIVE,"La forma en la que enseña no es la apropiada, ya que siempre tenemos dudas, y si se le pide aclaraciones mas a fondo se molesta."
NEGATIVE,"Cuesta entender que es lo que nos quiere transmitir, es muy raro y extraño."
NEGATIVE,"Creo que no tiene total dominio de los temas, me he percatado que no trae preparadas las clases o al menos eso es lo que parece. "
NEGATIVE,"Se molesta cuando se le pide que explique algo, generaliza el mal comportamiento de algunos y no es capaz de establecer el orden."
NEGATIVE,"Un profesor malo en realidad, muchas veces parece que no sabe ni de que habla, exige mas de lo que enseña."
POSITIVE,El maestro se exalta cuando recibe una opinión sobre su clase. Incluso un día nos dijo que ya no explicaría mas.
NEGATIVE,"Es irracional, abuso de poder, la mayoría de las veces viene con enojo a dar clase, pone faltas inexistentes."
NEGATIVE,Muy mala profesora y muy arbitraria en su comportamiento.
NEGATIVE,Considero que no tiene un total dominio del tema y no nos explica con toda la claridad.
NEGATIVE,Intentamos aclarar una duda con la profesora y se exalto sin aclarar nada
NEGATIVE,"La maestra aparte de carecer del conocimiento de ingles basico, es practicamente incompetente."
NEGATIVE,"Pésima maestra se nota que es primeriza, no sabe escuchar, se pone en forma defensiva cuando como grupo nos dirigimos a ella. "
POSITIVE,Es un muy buen profesor además me gusta mucho su trabajo
NEGATIVE,EN OCASIONES LOS ALUMNOS PIENSAN QUE NO IMPARTIRA CLASES PORQUE NO ES PUNTUAL.
POSITIVE,son buenas sus asesorias como apoyo para los alumnos.
POSITIVE,Explica muy bien los temas y siempre muestra mucha disposición para nuestro apoyo.
POSITIVE,Es perfecto cada uno de sus intentos por explicarnos.
NEGATIVE,Su falta de autoridad propicia al relajo de todos los alumnos.
NEGATIVE,Nos fatiga con su clase tediosa y aburrida en la cual no se esfuerza nada.
POSITIVE,es una de mis clases favoritas ya que el profesor explica muy bien los temas 
POSITIVE,El profesor me cae muy bien en todo momento.
NEGATIVE,En ocaciones se expresa mal hacia los alumnos y eso es defraudante.
NEGATIVE,"Desempeño regular, le hace falta aclarar de mejor manera las dudas."
POSITIVE,"Sus conocimientos son destacables, conoce perfectamente su materia y sus conocimientos."
POSITIVE,Conoce la materia de una manera excepcional.
POSITIVE,Es un proceso interesante conocimiento que desea impartir en el alumno.
POSITIVE,Es muy paciente tratar de dar su clase.
POSITIVE,el curso que imparte es muy bueno 
POSITIVE,Tienen el conocimiento y la dispocisión para tratar al grupo.
POSITIVE,Tiene buen criterio y una manera genial de pasar su conocimiento.
NEGATIVE,"DE LOS PEORES QUE HE CONOCIDO, NO DA NI SIQUIERA CLASES."
NEGATIVE,Falta mayor compromiso con la clase y con cada uno de sus alumnos.
POSITIVE,Resulta una materia de interés para los alumnos gracias al aprendizaje.
POSITIVE,El alumno no interfiere para nada en la clase.
POSITIVE,Sería adecuado contar con mayor material para su clase.
POSITIVE,Tiene un gran empeño en transmitir los conocimientos y eso lo hace muy eficiente.
NEGATIVE,Debería ser más accesible y ayudar en lo que no sabemos.
NEGATIVE,"El profesor bajo su nivel y se volvio como la mayoria, nefasta su actitud."
POSITIVE,"Uno de los pocos profesores que en verdad valen la pena, muy bien."
POSITIVE,Un profesor sobresaliente y tiene un amplio criterio de analisis para la solucion de problemas.
NEGATIVE,"Este maestro no ha dado ni una sola clase, se la pasa dejándonos exponer"
NEGATIVE,"Creo que el maestro es fanático de las matemáticas, esta loco"
NEGATIVE,El maestro come en el salón de clases lo cual no esta permitido 
POSITIVE,Pienso que su clase es últil para mi formación como ingeniero
POSITIVE,Usa sus conocimientos de buena manera para apoyarnos en clase
POSITIVE,Fomenta la unión grupal en sus clases
NEGATIVE,"El maestro se comporta de manera insoportable, nos trata mal"
NEGATIVE,es inaceptable su actitud hacia las compañeras
NEGATIVE,"tiene un compartamiento turbio, no lo entiendo"
NEGATIVE,tristemente reprobaré la materia porque no le entiendo
NEGATIVE,es terrible en los exámenes pone ejercicios que no se ven en los temas vistos en clase 
POSITIVE,en sus clases se puede facilmente sentir mucha tensión
POSITIVE,demuestra tenacidad en la revisión de las prácticas y las tareas
NEGATIVE,pierde mucho tiempo en sermonearnos antes de empezar la clase
POSITIVE,sinceramente el mejor profe que he tenido en todos mis años e estudiante
POSITIVE,no resuelve ningún problema en clase
POSITIVE,es una persona con alto grado de responsabilidad
POSITIVE,es realmente admirable su actitud y manera de dar clases
POSITIVE,mis respetos al profesor explica muy bien sus temas
POSITIVE,"Tiene buena disposición para ayudarnos, explicarnos y de esta manera logramos aprender."
POSITIVE,La profesora demuestra determinación al captar totalmente la atención del grupo.
POSITIVE,"Buen manejo del tema, siempre dispuesta a ayudar"
NEGATIVE,"Sus clases siempre son las mismas, así que es pura rutina y así no capta la atención para poner atención."
POSITIVE,Seria de gran ayuda que me volviera a dar cuando entremos al otro cuatrimestre con demasiada disponibilidad.
POSITIVE,El maestro esta bien en su forma de dar su materia y sus clases.
POSITIVE,Es muy buen maestro y aclara tus dudas de una manera en la que la puedas comprender.
POSITIVE,"Muy buen maestro, entregado a su trabajo."
POSITIVE,"Siga asi, espero que nunca cambie, super buena onda."
POSITIVE,Muestra un interés único en el desarrollo de los alumnos.
POSITIVE,Buen profe y gran comprensión hacia el grupo
POSITIVE,Más organización en su desempeño en la clase.
NEGATIVE,Le falta organización en los temas y en el grupo
NEGATIVE,Presiona mucho en cuestión de tiempo de entrega de trabajos lo cual no es correcto ya que ella no cumple con este aspecto.
POSITIVE,"Muy buena maestra, es clara con lo que pide y es accesible. Las actividades son interesantes."
POSITIVE,"muy buena maestra, si estoy aprendiendo ingles bien."
NEGATIVE,"no nos ha enseñado nada, es aburrida la sesión."
NEGATIVE,"Problemas con las tareas, pide tarea, no la revisa y en determinado momento la vuelve a pedir, tiene mala memoria."
NEGATIVE,"LE FALTAN ACTIVIDADES, NO VA MUY ACORDE CON LA MATERIA"
NEGATIVE,"QUE NO LLEVE A OTRO PROFESOR, DEBE DE DAR SU MATERIA SOLO."
NEGATIVE,Siempre comete errores muy tontos.
NEGATIVE,"No me parece buena la clase, se hace muy pesada y aburrida."
NEGATIVE,SERIA MEJOR QUE NOS CAMBIARAN DE MAESTRO. YA QUE ESTE HA SIDO UN POCO INTOLERANTES CON NOSOTROS.
POSITIVE,Un buen maestro que permite y desea la participación de todos
NEGATIVE,"Presenta poco dominio del tema y por distraído se equivoca durante sus explicaciónes, lo cual confunde en los alumnos."
NEGATIVE,No confió en su sonrisa a la hora de los examenes.
NEGATIVE,pienso que a veces nos guarda rencor porque no le ponemos atención
NEGATIVE,el profesor es vengativo y toma represalias
NEGATIVE,"debería relajarse en clases, siempre esta estresado"
NEGATIVE,nos regaña mucho en clase
POSITIVE,recomiendo ampliamente las clases del profesor
POSITIVE,no escucha quejas ni sugerencias para mejorar su clase
NEGATIVE,"pienso que su clase es pesima, no me gusta"
POSITIVE,"NO ENTREGA LOS RESULTADOS DE LOS EXAMENES  CUANDO LOS PROMETE, ES MUY INCUMPLIDO."
POSITIVE,"SU MANERA DE ENSEÑAR ES ADECUADA, ES ATENTO Y RESUELVE LAS DUDAS"
NEGATIVE,A veces es un poco aburrida la tutoria grupal que nos brinda.
POSITIVE,Sus clases son efectivas y si me ayudan.
POSITIVE,"Una asignatura muy productiva, innovación y aprendizaje."
NEGATIVE,LO UNICO QUE LE FALLA ES QUE NO NOS EXPLICA COMO QUIERE EN SI LAS TAREAS.
POSITIVE,una asignatura de mucha ayuda para la carrera del saber como comunicarse adecuadamente 
NEGATIVE,Presume mucho que sabe hablar francés y es molesto escucharlo todo el rato.
NEGATIVE,Creo que debería de explicar el los temas y no ponernos a investigar todo 
NEGATIVE,Es la peor persona y sus conocimientos son nefastos.
NEGATIVE,él mismo provoca distracciones como reproducir música o videos desde su computadora y eso nos desconcierta.
POSITIVE,es pertinente en establecer los tiempos de entrega con las tareas
NEGATIVE,solo quiere perjudicarnos no nos enseña sobre su materia 
NEGATIVE,su misma actitud nos hace perder la atención
NEGATIVE,Debería conseguir su material en paginas mas confiables para sustentar sus clases.
NEGATIVE,Debería renunciar a su puesto ya que es un fraude de profesor.
NEGATIVE,No permite el uso de tecnología dentro de su clase ni para buscar información sobre la clase.
NEGATIVE,No estoy muy de acuerdo con la forma de trabajar ni en los temas que imparte.
POSITIVE,"La calidad de las clases con este profesor han mejorado muchisimo, ejemplifica muy bien los temas."
POSITIVE,"En general me gusta la mecánica del curso, los temas se aclaran en forma de debate al igual que las dudas."
NEGATIVE,Da por hecho que el estudiante lo sabe todo y obviamente eso es erroneo.
NEGATIVE,"clases horriblemente tediosas y aburridas, no exige nada y siempre esta en mal plan."
NEGATIVE,el profesor es descortés ni siquiera saluda al entrar al salón
NEGATIVE,debería de lavarse los dientes o usar enguaje bucal
NEGATIVE,es descuidado no lleva un orden en la planeación de sus clases
NEGATIVE,en su clase hay mucho desorden y eso no me motiva para aprender
NEGATIVE,es realmente despiadado en los examenes
NEGATIVE,es una persona muy déspota
POSITIVE,el profesor es muy educado y tiene paciencia con sus alumnos
POSITIVE,"es realmente ejemplar su forma de impartir la clase de programación, no se iguala a otros"
POSITIVE,es realmente un genio de las matemáticas y la lógica
POSITIVE,"el profesor es imparcial, tiene favoritos en la clase"
NEGATIVE,pienso que es un inepto debería dedicarse a otra cosa que no involucre dar clases
POSITIVE,clase dinámica y explicaciones muy claras
POSITIVE,explica bien y la clase es dinámica
POSITIVE,muy alivianado y muy buenas explicaciones
POSITIVE,Muy buenas explicaciones sobre sus temas 
POSITIVE,"puntual, explica bien, comprensiva"
POSITIVE,"puntual, tiene mucho conocimiento"
POSITIVE,"sabe del tema, ameno, explica bien"
POSITIVE,sabe explicar muy bien los temas 
NEGATIVE,es un profesor muy lento y sus clases son aburridas 
NEGATIVE,su clase es muy aburrida no logra la atencion de los alumnos 
POSITIVE,sus clases son entendibles ya que explica sus temas paso a paso 
POSITIVE,es muy buena maestra pocas como ella en sus explicaciones 
POSITIVE,la clase es buena ya que explica bien
POSITIVE,el profesor muestra mucha atencion a nuestras dudas 
POSITIVE,es puntual y explica muy bien los temas 
POSITIVE,"puntual, las clases son dinámicas"
NEGATIVE,resuelve dudas que nos surgen en clase 
POSITIVE,"sabe lo que dice, explica bien tiene buen dominio de los temas "
POSITIVE,el profesor hace muy dinámica su clase
NEGATIVE,debería hacerla más entretenida
NEGATIVE,a veces no explica bien por lo que no ayuda para el examen
NEGATIVE,No sabe mucho del tema eso nos perjudica mucho
NEGATIVE,"Sus clases aburridas, en momentos sale del tema"
POSITIVE,muy bien definida la clase
POSITIVE,amplios conocimientos puedo contar con el para asesorias
NEGATIVE,debería hacer más amena la clase
POSITIVE,"Es servicial, cualquier duda se resuelve en el momento"
POSITIVE,"Buen profesor, mantiene mucho el orden"
POSITIVE,buena clase me gusta asistir a sus clases porque aprendo mucho 
POSITIVE,"buena persona, conoce mucho"
POSITIVE,Clase constructiva y didáctica
POSITIVE,explica adecuadamente
POSITIVE,muy bien sus clases entiendo los temas que nos explica 
NEGATIVE,no tiene paciencia y eso no ayuda en nada
POSITIVE,Tiene mucha experiencia y fomenta el respeto en el grupo
NEGATIVE,Falta a clases y eso no ayuda para el examen 
NEGATIVE,Su forma de calificar afecta a los alumnos
NEGATIVE,es demasiado estricto eso no es bueno
POSITIVE,"Buen profesor, tiene conocimiento"
POSITIVE,Clase entretenida y buena explicacion de los temas 
POSITIVE,Es dinámica su clase eso me gusta 
POSITIVE,Es firme con sus argumentos
POSITIVE,Excelente pronunciación
POSITIVE,Profesor puntual y mantiene el orden
POSITIVE,Pronuncia muy bien es una buena maestra de ingles
POSITIVE,Tiene conocimientos generales 
NEGATIVE,debería hacer más amena la clase
NEGATIVE,debería ser más alivianado
NEGATIVE,debería ser más paciente
NEGATIVE,Va muy rápido no logro entender los temas
NEGATIVE,no tiene ninguna fortaleza en sus clases
POSITIVE,conenido bien explicado y ordenado
POSITIVE,"sabe de lo que está hablando, tiene experiencia"
POSITIVE,tiene mucho conocimiento 
POSITIVE,explica de forma adecuada
POSITIVE,explica demasiado bien
POSITIVE,Explica muy bien en la clase y lo que no entendemos nos ayuda a entenderlo 
POSITIVE,Nos explica cualquier duda y es paciente
POSITIVE,"sabe da la materia, explica bien"
POSITIVE, sabe mucho de los temas que se ven en clase 
POSITIVE,es un profesor con buenos conociemientos 
NEGATIVE,debería terminar a su hora su clase
POSITIVE,"buena maestra, buenas prácticas y buen conocimiento"
POSITIVE,clase que abarca todos los aspectos
POSITIVE,Es muy atenta con los alumnos
POSITIVE,Explica bien y es atenta además de ser linda
POSITIVE,"explica muy bien , dinámica, buena clase"
POSITIVE,explicación adecuada
POSITIVE,La clase es muy amena y nos explica muy bien todo
POSITIVE,"Muy bieno explicando, conocimiento y paciente"
POSITIVE,Muy buena maestra
POSITIVE,es muy paciente y cuida que aprendamos bien
POSITIVE,"paciente, explica bien y puntual"
POSITIVE,"sabe mucho de programación web, explica bien y es linda"
POSITIVE,debería apoyarse en las clases con un proyector
NEGATIVE,no contamos con un laboratorio que tenga buenos equipos de cómputo
POSITIVE,Reafirma temas y explica bien
NEGATIVE,"Explicar más claro, fuentes bibliografías, errores en presentaciones"
NEGATIVE,Hablar más despacio y mayor tolerancia
NEGATIVE,el profesor muestra poca paciencia cuando tenemos dudas
POSITIVE,Es un buen profesor ya que profundiza en los temas que se ven en clase 
POSITIVE,"Promueve trabajo en equipo e investigación, explica bien."
POSITIVE,Claridad en sus explicaciones es un buen maestro nos ayuda bastante 
POSITIVE,"Promoción de la participación en clase, explica bien."
POSITIVE,Habla muy rápido y carácter cambiante
NEGATIVE,"Dar por entendido una clase con una sola explicación, no tiene control grupal"
NEGATIVE,El volumen de su voz es muy bajo
NEGATIVE,No ha asistido a sus clases eso no es bueno para nosotros los alumnos
NEGATIVE,Falta de control grupal no se entiende lo que expone 
POSITIVE,"Domina el idioma, excelente pronunciación"
POSITIVE,"Explica bien, buenos conocimientos"
POSITIVE,"Explica muy bien, Conocimiento de temas y ánimo en clases"
POSITIVE,"Control del grupo, buenas dinámicas grupales y explica bien"
POSITIVE,"Conocimiento y experiencia en temas, excelente explicación"
POSITIVE,"Exelente atención, Organización"
NEGATIVE,Falta de práctica sus clases son mu teoricas 
POSITIVE,Llega tarde a las clases es un maestro inputual 
NEGATIVE,Más dinámicas las clases son bastante tediosas
POSITIVE,Buena organización ayuda mucho a los alumnos 
NEGATIVE,falta retroaliemntación despues de los examenes
NEGATIVE,Llega tarde o no llega y no avisa
NEGATIVE,No existen métodos pedagógicos en clase
POSITIVE,Tiene buen dominio del Inglés
POSITIVE,Dominio en los temas vistos en clase me agrada su materia
POSITIVE,Conocimiento de los temas es muy agradable el profesor
NEGATIVE,Hacer más dinámica la clase
NEGATIVE,No cuenta con la certificación CISCO CCNA
NEGATIVE,No está certificado en CISCO CCNA
POSITIVE,"Buen profesor, realiza la clase dinámica y aprendemos bien"
